date,model,launched,destroyed,refugees,aircraft,helicopter,tank,APC,field_artillery,MRL,drone,naval_ship,anti_aircraft_warfare,special_equipment,vehicles_and_fuel_tanks,cruise_missiles,submarines,personnel
2023-07-23,Iskander-K,5,5,5766199,315,310,4151,8105,4658,697,3958,18,451,696,7172,1298,,241960
2023-07-23,Iskander-M,2,2,5766199,315,310,4151,8105,4658,697,3958,18,451,696,7172,1298,,241960
2023-07-24,Shahed-136/131,3,3,5772789,315,310,4162,8118,4675,697,3963,18,452,698,7182,1307,,242620
2023-07-26,Kalibr,3,3,5770570,315,311,4177,8136,4727,698,3993,18,457,708,7211,1307,,243680
2023-07-26,X-101/X-555,36,33,5770570,315,311,4177,8136,4727,698,3993,18,457,708,7211,1307,,243680
2023-07-26,X-47 Kinzhal,4,0,5770570,315,311,4177,8136,4727,698,3993,18,457,708,7211,1307,,243680
2023-07-27,Kalibr,2,0,5772940,315,311,4186,8147,4745,698,3996,18,457,708,7229,1347,,244270
2023-07-27,Shahed-136/131,8,8,5772940,315,311,4186,8147,4745,698,3996,18,457,708,7229,1347,,244270
2023-07-29,Reconnaissance UAV,4,4,,315,311,4191,8167,4786,698,4007,18,458,710,7247,1347,,245220
2023-07-30,Shahed-136/131,4,4,5776947,315,311,4205,8178,4795,698,4011,18,459,711,7275,1347,,245700
2023-08-02,Shahed-136/131,23,23,,315,311,4217,8213,4866,700,4042,18,463,718,7349,1347,,247230
2023-08-02,Reconnaissance UAV,7,7,,315,311,4217,8213,4866,700,4042,18,463,718,7349,1347,,247230
2023-08-03,Shahed-136/131,15,15,5791490,315,311,4224,8234,4892,704,4077,18,465,721,7372,1347,,247850
2023-08-05,Kalibr,14,13,,315,311,4232,8251,4943,704,4116,18,466,730,7422,1347,,249110
2023-08-05,X-47 Kinzhal,3,0,,315,311,4232,8251,4943,704,4116,18,466,730,7422,1347,,249110
2023-08-05,Shahed-136/131,27,27,,315,311,4232,8251,4943,704,4116,18,466,730,7422,1347,,249110
2023-08-05,Kalibr,6,5,,315,311,4232,8251,4943,704,4116,18,466,730,7422,1347,,249110
2023-08-05,X-101/X-555,20,13,,315,311,4232,8251,4943,704,4116,18,466,730,7422,1347,,249110
2023-08-10,Shahed-136/131,10,7,5799127,315,313,4278,8303,5028,711,4179,18,469,746,7495,1377,,252200
2023-08-11,X-47 Kinzhal,4,1,5799442,315,313,4290,8318,5043,713,4197,18,471,756,7511,1377,,252780
2023-08-12,Shahed-136/131,5,3,,315,313,4295,8324,5053,713,4201,18,472,759,7523,1378,,253290
2023-08-14,Shahed-136/131,15,15,5807142,315,313,4306,8354,5099,714,4213,18,479,766,7562,1379,,254380
2023-08-14,Kalibr,8,8,5807142,315,313,4306,8354,5099,714,4213,18,479,766,7562,1379,,254380
2023-08-15,Kalibr,4,2,5800798,315,314,4313,8370,5128,714,4242,18,482,769,7584,1387,,254920
2023-08-15,X-22,4,0,5800798,315,314,4313,8370,5128,714,4242,18,482,769,7584,1387,,254920
2023-08-15,X-101/X-555,20,14,5800798,315,314,4313,8370,5128,714,4242,18,482,769,7584,1387,,254920
2023-08-15,C-300 and C-400,8,0,5800798,315,314,4313,8370,5128,714,4242,18,482,769,7584,1387,,254920
2023-08-15,Shahed-136/131,13,13,5800798,315,314,4313,8370,5128,714,4242,18,482,769,7584,1387,,254920
2023-08-16,Shahed-136/131,3,3,,315,314,4324,8380,5152,714,4248,18,485,773,7614,1404,,255570
2023-08-18,Lancet,1,1,5801037,315,316,4332,8410,5193,714,4276,18,486,783,7658,1406,,256510
2023-08-18,Reconnaissance UAV,6,6,5801037,315,316,4332,8410,5193,714,4276,18,486,783,7658,1406,,256510
2023-08-19,Shahed-136/131,17,15,5803550,315,316,4340,8424,5212,714,4282,18,486,785,7665,1406,,257010
2023-08-23,Shahed-136/131,20,11,5802110,315,316,4373,8488,5318,722,4324,18,491,800,7745,1406,,258820
2023-08-24,Iskander-K,1,1,5801789,315,316,4375,8511,5333,723,4344,18,494,801,7773,1406,,259160
2023-08-25,X-59,2,2,5801884,315,316,4378,8521,5361,724,4356,18,495,802,7790,1409,,259630
2023-08-25,Kalibr,2,2,5801884,315,316,4378,8521,5361,724,4356,18,495,802,7790,1409,,259630
2023-08-25,Shahed-136/131,1,1,5801884,315,316,4378,8521,5361,724,4356,18,495,802,7790,1409,,259630
2023-08-26,Shahed-136/131,2,2,,315,316,4390,8539,5379,726,4367,18,497,804,7823,1411,,260270
2023-08-27,Shahed-136/131,2,2,5801741,315,316,4396,8554,5403,728,4378,18,498,808,7854,1411,,260820
2023-08-27,X-101/X-555,8,4,5801741,315,316,4396,8554,5403,728,4378,18,498,808,7854,1411,,260820
2023-08-28,X-59,2,2,5803863,315,316,4400,8562,5425,730,4383,18,499,809,7866,1415,,261310
2023-08-28,Kalibr,4,2,5803863,315,316,4400,8562,5425,730,4383,18,499,809,7866,1415,,261310
2023-08-30,X-101/X-555,28,28,5807976,315,316,4423,8596,5476,733,4395,18,500,825,7953,1419,,262410
2023-08-30,Shahed-136/131,16,15,5807976,315,316,4423,8596,5476,733,4395,18,500,825,7953,1419,,262410
2023-09-01,Kalibr,2,1,5813875,315,316,4459,8613,5530,735,4421,18,500,831,8009,1445,,263490
2023-09-03,Shahed-136/131,25,22,5813454,315,316,4476,8649,5582,739,4444,18,502,841,8102,1447,,264660
2023-09-04,Shahed-136/131,32,23,5813534,315,316,4480,8663,5611,741,4481,19,503,847,8149,1447,,265120
2023-09-06,Shahed-136/131,25,15,,315,316,4497,8682,5685,748,4519,19,505,852,8190,1447,,266290
2023-09-06,X-101/X-555,7,7,,315,316,4497,8682,5685,748,4519,19,505,852,8190,1447,,266290
2023-09-06,Iskander-M,1,1,,315,316,4497,8682,5685,748,4519,19,505,852,8190,1447,,266290
2023-09-07,Shahed-136/131,33,25,5820715,315,316,4506,8703,5722,753,4541,19,506,859,8217,1455,,266900
2023-09-08,Shahed-136/131,20,16,,315,316,4529,8726,5753,754,4570,19,507,860,8264,1455,,267540
2023-09-10,Shahed-136/131,33,26,5824171,315,316,4554,8755,5811,760,4593,19,509,872,8338,1455,,268630
2023-09-11,Shahed-136/131,12,12,,315,316,4560,8767,5839,760,4628,19,512,877,8370,1455,,269210
2023-09-11,Unknown UAV,1,1,,315,316,4560,8767,5839,760,4628,19,512,877,8370,1455,,269210
2023-09-13,Shahed-136/131,44,32,,315,316,4584,8792,5902,766,4650,19,517,884,8444,1455,,270350
2023-09-13,Shahed-136/131,22,17,,315,316,4584,8792,5902,766,4650,19,517,884,8444,1455,,270350
2023-09-15,Shahed-136/131,17,17,5824466,315,316,4612,8814,5972,774,4714,20,521,889,8492,1455,1,271440
2023-09-17,Shahed-136/131,6,6,5832709,315,316,4620,8828,6003,776,4742,20,523,896,8537,1455,1,272320
2023-09-17,X-101/X-555,10,6,5832709,315,316,4620,8828,6003,776,4742,20,523,896,8537,1455,1,272320
2023-09-18,Shahed-136/131,24,18,5837424,315,316,4623,8834,6027,776,4769,20,525,901,8571,1462,1,272940
2023-09-18,X-101/X-555,17,17,5837424,315,316,4623,8834,6027,776,4769,20,525,901,8571,1462,1,272940
2023-09-19,Shahed-136/131,30,27,5812085,315,316,4628,8851,6062,778,4784,20,526,903,8601,1479,1,273460
2023-09-19,Reconnaissance UAV,1,1,5812085,315,316,4628,8851,6062,778,4784,20,526,903,8601,1479,1,273460
2023-09-19,Iskander-M,1,0,5812085,315,316,4628,8851,6062,778,4784,20,526,903,8601,1479,1,273460
2023-09-20,Shahed-136/131,24,17,5812085,315,316,4635,8868,6096,779,4821,20,526,906,8633,1479,1,273980
2023-09-21,X-101/X-555,43,36,5812104,315,316,4638,8883,6137,781,4850,20,528,911,8670,1479,1,274470
2023-09-21,C-300,6,0,5812104,315,316,4638,8883,6137,781,4850,20,528,911,8670,1479,1,274470
2023-09-23,Shahed-136/131,15,14,,315,316,4655,8912,6210,789,4867,20,530,912,8716,1518,1,275460
2023-09-23,Orlan-10,2,2,,315,316,4655,8912,6210,789,4867,20,530,912,8716,1518,1,275460
2023-09-24,Lancet,3,3,5818360,315,316,4662,8914,6233,789,4888,20,531,914,8734,1518,1,275850
2023-09-24,Reconnaissance UAV,4,4,5818360,315,316,4662,8914,6233,789,4888,20,531,914,8734,1518,1,275850
2023-09-25,Shahed-136/131,19,19,5819120,315,316,4667,8927,6260,791,4895,20,533,918,8746,1518,1,276270
2023-09-25,Kalibr,12,11,5819120,315,316,4667,8927,6260,791,4895,20,533,918,8746,1518,1,276270
2023-09-25,P-800 Oniks,2,0,5819120,315,316,4667,8927,6260,791,4895,20,533,918,8746,1518,1,276270
2023-09-26,Shahed-136/131,38,26,5814296,315,316,4672,8946,6299,792,4924,20,533,925,8763,1529,1,276670
2023-09-27,Orlan-10 and ZALA and Supercam,6,6,,315,316,4675,8950,6337,792,4948,20,534,927,8792,1529,1,276990
2023-09-28,Shahed-136/131,44,34,5814363,315,316,4679,8962,6375,793,4957,20,535,929,8815,1529,1,277320
2023-09-30,Shahed-136/131,40,30,5832420,315,316,4691,8984,6447,796,5006,20,537,932,8854,1529,1,278130
2023-10-01,Shahed-136/131,30,16,5835725,316,316,4702,8991,6477,798,5043,20,537,933,8883,1529,1,278570
2023-10-01,Merlin-VR,3,3,5835725,316,316,4702,8991,6477,798,5043,20,537,933,8883,1529,1,278570
2023-10-02,Shahed-136/131,7,4,5835771,316,316,4712,9000,6525,801,5061,20,537,938,8909,1529,1,279080
2023-10-03,Shahed-136/131,31,29,5833639,315,316,4732,9008,6565,801,5080,20,540,943,8932,1529,1,279440
2023-10-03,Iskander-K,1,1,5833639,315,316,4732,9008,6565,801,5080,20,540,943,8932,1529,1,279440
2023-10-05,Shahed-136/131,29,24,5833721,315,316,4757,9052,6643,804,5129,20,540,948,8980,1530,1,280470
2023-10-06,Shahed-136/131,33,25,5833812,315,316,4777,9082,6666,806,5158,20,540,951,9015,1530,1,281090
2023-10-10,Shahed-136/131,36,27,5822153,315,316,4829,9129,6713,808,5207,20,544,961,9125,1530,1,283080
2023-10-11,Supercam,1,1,5833207,316,316,4863,9220,6731,809,5226,20,545,965,9145,1530,1,283900
2023-10-12,Shahed-136/131,33,28,5832506,316,316,4905,9264,6763,811,5247,20,545,966,9170,1531,1,284890
2023-10-15,Unknown UAV,1,1,5827866,317,316,4948,9362,6866,813,5269,20,547,976,9249,1531,1,287770
2023-10-16,Shahed-136/131,12,11,5826579,318,317,4965,9385,6910,814,5280,20,547,981,9271,1531,1,288630
2023-10-16,X-59,5,2,5826579,318,317,4965,9385,6910,814,5280,20,547,981,9271,1531,1,288630
2023-10-16,Iskander-M,1,0,5826579,318,317,4965,9385,6910,814,5280,20,547,981,9271,1531,1,288630
2023-10-17,Shahed-136/131,6,6,5826190,318,317,4979,9405,6936,814,5291,20,547,982,9293,1533,1,289430
2023-10-17,X-59,1,1,5826190,318,317,4979,9405,6936,814,5291,20,547,982,9293,1533,1,289430
2023-10-17,C-300,2,0,5826190,318,317,4979,9405,6936,814,5291,20,547,982,9293,1533,1,289430
2023-10-18,Lancet,1,1,5826910,319,323,4981,9420,6944,814,5301,20,547,982,9303,1534,1,290050
2023-10-18,Shahed-136/131,9,3,5826910,319,323,4981,9420,6944,814,5301,20,547,982,9303,1534,1,290050
2023-10-18,X-59,1,1,5826910,319,323,4981,9420,6944,814,5301,20,547,982,9303,1534,1,290050
2023-10-18,C-300,1,0,5826910,319,323,4981,9420,6944,814,5301,20,547,982,9303,1534,1,290050
2023-10-18,Iskander-M,5,0,5826910,319,323,4981,9420,6944,814,5301,20,547,982,9303,1534,1,290050
2023-10-18,Unknown Missile,1,0,5826910,319,323,4981,9420,6944,814,5301,20,547,982,9303,1534,1,290050
2023-10-21,Lancet,3,3,,320,324,5063,9612,7017,822,5330,20,548,990,9391,1535,1,292850
2023-10-22,X-59,1,1,5828837,320,324,5081,9631,7032,825,5339,20,549,991,9404,1535,1,293830
2023-10-22,C-300,8,0,5828837,320,324,5081,9631,7032,825,5339,20,549,991,9404,1535,1,293830
2023-10-22,Shahed-136/131,3,3,5828837,320,324,5081,9631,7032,825,5339,20,549,991,9404,1535,1,293830
2023-10-22,Unknown UAV,2,0,5828837,320,324,5081,9631,7032,825,5339,20,549,991,9404,1535,1,293830
2023-10-23,X-59,1,1,,320,324,5093,9653,7057,825,5345,20,551,998,9419,1536,1,294700
2023-10-23,Shahed-136/131,13,13,,320,324,5093,9653,7057,825,5345,20,551,998,9419,1536,1,294700
2023-10-23,Unknown UAV,1,1,,320,324,5093,9653,7057,825,5345,20,551,998,9419,1536,1,294700
2023-10-24,Shahed-136/131,6,6,5831972,320,324,5105,9669,7081,828,5363,20,552,1006,9447,1537,1,295510
2023-10-24,X-59,1,1,5831972,320,324,5105,9669,7081,828,5363,20,552,1006,9447,1537,1,295510
2023-10-25,Shahed-136/131,11,11,,320,324,5112,9697,7125,833,5372,20,554,1007,9474,1538,1,296310
2023-10-27,Shahed-136/131,6,5,5832415,320,324,5145,9726,7162,834,5390,20,556,1011,9513,1538,1,297680
2023-10-27,Iskander-M,1,0,5832415,320,324,5145,9726,7162,834,5390,20,556,1011,9513,1538,1,297680
2023-10-27,X-59,3,3,5832415,320,324,5145,9726,7162,834,5390,20,556,1011,9513,1538,1,297680
2023-10-27,Lancet,2,2,5832415,320,324,5145,9726,7162,834,5390,20,556,1011,9513,1538,1,297680
2023-10-28,Iskander-K,4,3,,320,324,5167,9749,7180,834,5399,20,558,1011,9524,1541,1,298420
2023-10-29,Shahed-136/131,5,5,5844125,320,324,5175,9758,7188,834,5399,20,558,1012,9532,1544,1,299080
2023-10-29,X-59,1,0,5844125,320,324,5175,9758,7188,834,5399,20,558,1012,9532,1544,1,299080
2023-10-29,X-59,2,2,5844125,320,324,5175,9758,7188,834,5399,20,558,1012,9532,1544,1,299080
2023-10-29,Shahed-136/131,12,12,5844125,320,324,5175,9758,7188,834,5399,20,558,1012,9532,1544,1,299080
2023-10-29,Lancet,3,3,5844125,320,324,5175,9758,7188,834,5399,20,558,1012,9532,1544,1,299080
2023-10-29,Merlin-VR,1,1,5844125,320,324,5175,9758,7188,834,5399,20,558,1012,9532,1544,1,299080
2023-10-30,Lancet,2,2,5845604,321,324,5190,9775,7202,834,5419,20,559,1014,9555,1544,1,299940
2023-10-31,Shahed-136/131,1,1,5849140,321,324,5211,9804,7227,844,5440,20,562,1016,9590,1546,1,300810
2023-10-31,Lancet,3,3,5849140,321,324,5211,9804,7227,844,5440,20,562,1016,9590,1546,1,300810
2023-10-31,Supercam,1,1,5849140,321,324,5211,9804,7227,844,5440,20,562,1016,9590,1546,1,300810
2023-11-01,Shahed-136/131,20,18,5853746,321,324,5223,9834,7250,846,5468,20,563,1019,9624,1547,1,301490
2023-11-01,X-59,1,1,5853746,321,324,5223,9834,7250,846,5468,20,563,1019,9624,1547,1,301490
2023-11-01,X-59,2,2,5853746,321,324,5223,9834,7250,846,5468,20,563,1019,9624,1547,1,301490
2023-11-01,Orlan-10,1,1,5853746,321,324,5223,9834,7250,846,5468,20,563,1019,9624,1547,1,301490
2023-11-02,X-59,1,1,5853610,322,324,5241,9877,7292,850,5488,20,566,1032,9658,1549,1,302420
2023-11-02,Lancet,1,1,5853610,322,324,5241,9877,7292,850,5488,20,566,1032,9658,1549,1,302420
2023-11-03,Shahed-136/131,40,24,5853692,322,324,5265,9901,7328,854,5495,20,566,1034,9691,1551,1,303270
2023-11-03,X-59,1,1,5853692,322,324,5265,9901,7328,854,5495,20,566,1034,9691,1551,1,303270
2023-11-03,Lancet,1,1,5853692,322,324,5265,9901,7328,854,5495,20,566,1034,9691,1551,1,303270
2023-11-04,Shahed-136/131,2,2,,322,324,5276,9939,7363,861,5534,20,568,1038,9716,1551,1,304100
2023-11-04,Iskander-K,3,3,,322,324,5276,9939,7363,861,5534,20,568,1038,9716,1551,1,304100
2023-11-05,X-59,1,1,5856342,322,324,5284,9953,7375,867,5534,20,570,1047,9730,1554,1,305090
2023-11-05,Shahed-136/131,22,15,5856342,322,324,5284,9953,7375,867,5534,20,570,1047,9730,1554,1,305090
2023-11-05,X-59,1,1,5856342,322,324,5284,9953,7375,867,5534,20,570,1047,9730,1554,1,305090
2023-11-05,X-31,1,0,5856342,322,324,5284,9953,7375,867,5534,20,570,1047,9730,1554,1,305090
2023-11-05,P-800 Oniks,1,0,5856342,322,324,5284,9953,7375,867,5534,20,570,1047,9730,1554,1,305090
2023-11-05,Iskander-M,1,0,5856342,322,324,5284,9953,7375,867,5534,20,570,1047,9730,1554,1,305090
2023-11-06,Orlan-10,1,0,5858061,322,324,5288,9958,7389,867,5554,20,570,1047,9744,1556,1,305970
2023-11-06,Shahed-136/131,1,1,5858061,322,324,5288,9958,7389,867,5554,20,570,1047,9744,1556,1,305970
2023-11-09,X-59,1,1,,322,324,5316,10014,7475,875,5593,20,577,1059,9853,1557,1,308720
2023-11-10,Shahed-136/131,6,5,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-10,X-31,1,1,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-10,X-59,1,0,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-10,Merlin-VR,1,1,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-10,Shahed-136/131,31,19,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-10,X-31,1,0,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-10,P-800 Oniks,1,0,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-10,C-300,1,0,,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1,309520
2023-11-11,Iskander-M,1,1,,322,324,5342,10041,7527,879,5620,22,579,1069,9925,1559,1,310650
2023-11-12,X-59,2,1,5905133,322,324,5349,10073,7559,881,5632,22,580,1078,9944,1560,1,311750
2023-11-12,Iskander-M,1,0,5905133,322,324,5349,10073,7559,881,5632,22,580,1078,9944,1560,1,311750
2023-11-13,Orlan-10,2,2,,322,324,5354,10079,7569,881,5634,22,580,1079,9949,1561,1,312550
2023-11-13,Merlin-VR,3,3,,322,324,5354,10079,7569,881,5634,22,580,1079,9949,1561,1,312550
2023-11-14,Shahed-136/131,9,7,5900279,322,324,5362,10086,7589,882,5649,22,580,1081,9973,1561,1,313470
2023-11-14,Iskander-M,1,0,5900279,322,324,5362,10086,7589,882,5649,22,580,1081,9973,1561,1,313470
2023-11-14,X-35,1,0,5900279,322,324,5362,10086,7589,882,5649,22,580,1081,9973,1561,1,313470
2023-11-15,X-59,1,1,5900721,323,324,5377,10104,7647,884,5675,22,582,1083,10020,1562,1,314290
2023-11-16,Shahed-136/131,18,16,5900708,323,324,5388,10121,7683,892,5689,22,585,1084,10060,1563,1,315620
2023-11-17,Shahed-136/131,10,9,5900727,323,324,5415,10132,7712,895,5709,22,585,1086,10077,1563,1,316760
2023-11-17,Shahed-136/131,38,29,5900727,323,324,5415,10132,7712,895,5709,22,585,1086,10077,1563,1,316760
2023-11-19,Shahed-136/131,20,15,5901590,323,324,5435,10166,7744,898,5755,22,588,1096,10120,1563,1,318570
2023-11-21,Shahed-136/131,10,9,,323,324,5439,10174,7752,899,5771,22,588,1098,10134,1564,1,319820
2023-11-21,C-400,4,0,,323,324,5439,10174,7752,899,5771,22,588,1098,10134,1564,1,319820
2023-11-21,Iskander-K,1,1,,323,324,5439,10174,7752,899,5771,22,588,1098,10134,1564,1,319820
2023-11-21,Mohajer-6,1,1,,323,324,5439,10174,7752,899,5771,22,588,1098,10134,1564,1,319820
2023-11-21,Shahed-136/131,14,14,,323,324,5439,10174,7752,899,5771,22,588,1098,10134,1564,1,319820
2023-11-21,X-22,1,0,,323,324,5439,10174,7752,899,5771,22,588,1098,10134,1564,1,319820
2023-11-22,Shahed-136/131,2,2,,323,324,5446,10188,7769,899,5784,22,589,1105,10159,1564,1,320670
2023-11-24,Shahed-136/131,3,3,5901743,323,324,5496,10256,7833,904,5800,22,595,1108,10232,1564,1,322900
2023-11-24,Orlan-10,1,1,5901743,323,324,5496,10256,7833,904,5800,22,595,1108,10232,1564,1,322900
2023-11-25,X-59,1,1,,323,324,5502,10263,7851,905,5808,22,596,1112,10259,1565,1,323760
2023-11-25,Shahed-136/131,75,74,,323,324,5502,10263,7851,905,5808,22,596,1112,10259,1565,1,323760
2023-11-26,Shahed-136/131,9,8,5902785,323,324,5513,10279,7874,907,5901,22,597,1113,10288,1565,1,324830
2023-11-28,Shahed-136/131,1,1,,323,324,5523,10285,7876,907,5905,22,597,1113,10302,1565,1,326440
2023-11-28,Orlan-10,1,1,,323,324,5523,10285,7876,907,5905,22,597,1113,10302,1565,1,326440
2023-11-28,Iskander-M,1,0,,323,324,5523,10285,7876,907,5905,22,597,1113,10302,1565,1,326440
2023-11-28,Unknown UAV,1,1,,323,324,5523,10285,7876,907,5905,22,597,1113,10302,1565,1,326440
2023-11-28,ZALA,1,1,,323,324,5523,10285,7876,907,5905,22,597,1113,10302,1565,1,326440
