date,day,aircraft,helicopter,tank,APC,field_artillery,MRL,drone,naval_ship,anti_aircraft_warfare,special_equipment,vehicles_and_fuel_tanks,cruise_missiles,submarines
2022-02-25,2,10,7,80,516,49,4,0,2,0,,,,
2022-02-26,3,27,26,146,706,49,4,2,2,0,,,,
2022-02-27,4,27,26,150,706,50,4,2,2,0,,,,
2022-02-28,5,29,29,150,816,74,21,3,2,5,,,,
2022-03-01,6,29,29,198,846,77,24,3,2,7,,,,
2022-03-02,7,30,31,211,862,85,40,3,2,9,,,,
2022-03-03,8,30,31,217,900,90,42,3,2,11,,,,
2022-03-04,9,33,37,251,939,105,50,3,2,18,,,,
2022-03-05,10,39,40,269,945,105,50,3,2,19,,,,
2022-03-06,11,44,48,285,985,109,50,4,2,21,,,,
2022-03-07,12,46,68,290,999,117,50,7,3,23,,,,
2022-03-08,13,48,80,303,1036,120,56,7,3,27,,,,
2022-03-09,14,49,81,317,1070,120,56,7,3,28,,,,
2022-03-10,15,49,81,335,1105,123,56,7,3,29,,,,
2022-03-11,16,57,83,353,1165,125,58,7,3,31,,,,
2022-03-12,17,58,83,362,1205,135,62,7,3,33,,,,
2022-03-13,18,74,86,374,1226,140,62,7,3,34,,,,
2022-03-14,19,77,90,389,1249,150,64,8,3,34,,,,
2022-03-15,20,81,95,404,1279,150,64,9,3,36,,,,
2022-03-16,21,84,108,430,1375,190,70,11,3,43,10,,,
2022-03-17,22,86,108,444,1435,201,72,11,3,43,10,,,
2022-03-18,23,93,112,450,1448,205,72,12,3,43,11,,,
2022-03-19,24,95,115,466,1470,213,72,17,3,44,11,,,
2022-03-20,25,96,118,476,1487,230,74,21,3,44,12,,,
2022-03-21,26,97,121,498,1535,240,80,24,3,45,13,,,
2022-03-22,27,99,123,509,1556,252,80,35,3,45,15,,,
2022-03-23,28,101,124,517,1578,267,80,42,4,47,15,,,
2022-03-24,29,108,124,530,1597,280,82,50,4,47,16,,,
2022-03-25,30,115,125,561,1625,291,90,53,5,49,18,,,
2022-03-26,31,117,127,575,1640,293,91,56,7,51,19,,,
2022-03-27,32,121,127,582,1664,294,93,56,7,52,21,,,
2022-03-28,33,123,127,586,1694,302,95,66,7,54,21,,,
2022-03-29,34,127,129,597,1710,303,96,71,7,54,21,,,
2022-03-30,35,131,131,605,1723,305,96,81,7,54,21,,,
2022-03-31,36,135,131,614,1735,311,96,83,7,54,22,,,
2022-04-01,37,143,131,625,1751,316,96,85,7,54,24,,,
2022-04-02,38,143,134,631,1776,317,100,87,7,54,24,,,
2022-04-03,39,143,134,644,1830,325,105,89,7,54,24,,,
2022-04-04,40,147,134,647,1844,330,107,91,7,54,25,,,
2022-04-05,41,150,134,676,1858,332,107,94,7,55,25,,,
2022-04-06,42,150,135,684,1861,332,107,96,7,55,25,,,
2022-04-07,43,150,135,698,1891,332,108,111,7,55,25,,,
2022-04-08,44,150,135,700,1891,333,108,112,7,55,25,,,
2022-04-09,45,151,136,705,1895,335,108,112,7,55,25,,,
2022-04-10,46,152,137,722,1911,342,108,112,7,55,25,,,
2022-04-11,47,154,137,725,1923,347,111,119,7,55,25,,,
2022-04-12,48,157,140,732,1946,349,111,124,7,63,25,,,
2022-04-13,49,158,143,739,1964,358,115,132,7,64,25,,,
2022-04-14,50,160,144,753,1968,366,122,134,7,64,25,,,
2022-04-15,51,163,144,756,1976,366,122,135,8,66,25,,,
2022-04-16,52,163,145,762,1982,371,125,138,8,66,26,,,
2022-04-17,53,165,146,773,2002,376,127,148,8,66,27,,,
2022-04-18,54,167,147,790,2041,381,130,155,8,67,27,,,
2022-04-19,55,169,150,802,2063,386,132,158,8,67,27,,,
2022-04-20,56,171,150,815,2087,391,136,165,8,67,27,,,
2022-04-21,57,172,151,829,2118,393,136,166,8,67,27,,,
2022-04-22,58,176,153,838,2162,397,138,172,8,69,27,,,
2022-04-23,59,177,154,854,2205,403,143,182,8,69,27,,,
2022-04-24,60,179,154,873,2238,408,147,191,8,69,28,,,
2022-04-25,61,181,154,884,2258,411,149,201,8,69,28,,,
2022-04-26,62,184,154,918,2308,416,149,205,8,69,31,,,
2022-04-27,63,185,155,939,2342,421,149,207,8,71,31,,,
2022-04-28,64,187,155,970,2389,431,151,215,8,72,31,,,
2022-04-29,65,189,155,986,2418,435,151,229,8,73,31,,,
2022-04-30,66,190,155,1008,2445,436,151,232,8,77,32,,,
2022-05-01,67,192,155,1026,2471,451,151,245,8,80,32,1796,84,
2022-05-02,68,194,155,1048,2519,459,152,271,8,80,38,1824,84,
2022-05-03,69,194,155,1062,2567,475,162,291,10,80,38,1843,84,
2022-05-04,70,194,155,1077,2610,491,163,303,10,81,38,1867,87,
2022-05-05,71,196,155,1092,2651,499,169,312,10,83,38,1907,89,
2022-05-06,72,199,155,1110,2686,502,171,324,11,83,38,1926,90,
2022-05-07,73,199,155,1122,2713,509,172,341,11,84,38,1934,90,
2022-05-08,74,199,156,1130,2741,509,179,360,12,86,39,1961,92,
2022-05-09,75,199,158,1145,2764,513,185,377,12,87,41,1970,94,
2022-05-10,76,199,158,1170,2808,519,185,380,12,87,41,1980,94,
2022-05-11,77,199,160,1187,2856,528,185,390,12,87,41,1997,94,
2022-05-12,78,199,161,1195,2873,534,191,398,13,87,41,2019,94,
2022-05-13,79,200,162,1205,2900,542,193,405,13,88,41,2042,95,
2022-05-14,80,200,163,1218,2934,551,195,411,13,88,42,2059,95,
2022-05-15,81,200,164,1220,2958,555,195,416,13,89,42,2087,95,
2022-05-16,82,200,165,1228,2974,577,195,427,13,89,42,2101,97,
2022-05-17,83,201,167,1235,3009,578,198,436,13,90,43,2109,97,
2022-05-18,84,202,167,1251,3043,586,199,441,13,91,43,2137,102,
2022-05-19,85,203,167,1254,3063,595,199,455,13,93,43,2157,103,
2022-05-20,86,204,168,1263,3090,596,200,460,13,93,43,2162,103,
2022-05-21,87,204,169,1278,3116,596,201,462,13,93,43,2178,104,
2022-05-22,88,204,170,1285,3141,599,201,470,13,93,43,2194,107,
2022-05-23,89,204,170,1293,3166,604,201,476,13,93,43,2206,110,
2022-05-24,90,205,170,1302,3194,606,201,480,13,93,43,2213,112,
2022-05-25,91,206,170,1305,3213,606,201,491,13,93,44,2217,112,
2022-05-26,92,206,170,1315,3235,617,201,502,13,93,47,2225,114,
2022-05-27,93,206,170,1322,3246,623,201,503,13,93,48,2226,115,
2022-05-28,94,207,174,1330,3258,628,203,503,13,93,48,2226,116,
2022-05-29,95,207,174,1338,3270,631,203,504,13,93,48,2240,116,
2022-05-30,96,207,174,1349,3282,643,205,507,13,93,48,2258,118,
2022-05-31,97,208,174,1358,3302,649,207,515,13,93,48,2275,120,
2022-06-01,98,208,175,1361,3343,659,207,519,13,94,49,2290,120,
2022-06-02,99,210,175,1363,3354,661,207,521,13,95,51,2325,120,
2022-06-03,100,210,175,1367,3366,675,207,535,13,95,51,2329,121,
2022-06-04,101,210,175,1376,3379,680,207,540,13,95,52,2337,122,
2022-06-05,102,210,175,1381,3392,686,207,548,13,95,53,2360,122,
2022-06-06,103,211,176,1386,3400,690,207,551,13,96,53,2395,125,
2022-06-07,104,212,177,1390,3416,694,207,553,13,96,53,2405,125,
2022-06-08,105,212,178,1393,3429,703,213,559,13,96,53,2406,125,
2022-06-09,106,212,178,1398,3438,711,213,562,13,96,53,2421,125,
2022-06-10,107,212,178,1409,3450,712,222,572,13,97,54,2438,125,
2022-06-11,108,212,178,1419,3466,712,222,579,13,97,54,2448,125,
2022-06-12,109,212,178,1430,3484,715,226,582,13,97,54,2455,125,
2022-06-13,110,213,178,1432,3492,718,226,585,13,97,54,2460,125,
2022-06-14,111,213,179,1434,3503,721,229,588,13,97,54,2473,125,
2022-06-15,112,213,179,1440,3528,722,230,591,13,97,55,2485,129,
2022-06-16,113,213,179,1449,3545,729,233,591,13,97,55,2494,129,
2022-06-17,114,215,180,1456,3563,734,233,593,13,97,55,2496,129,
2022-06-18,115,216,180,1465,3573,739,233,594,14,98,55,2513,129,
2022-06-19,116,216,181,1468,3577,745,235,598,14,98,55,2523,130,
2022-06-20,117,216,181,1477,3588,749,238,601,14,98,55,2527,130,
2022-06-21,118,216,181,1496,3606,752,239,611,14,98,59,2537,137,
2022-06-22,119,216,182,1496,3614,752,239,614,14,99,60,2543,137,
2022-06-23,120,216,183,1504,3632,756,240,620,14,99,60,2548,137,
2022-06-24,121,216,183,1507,3637,759,241,622,14,99,60,2553,137,
2022-06-25,122,217,184,1511,3645,764,241,626,14,99,60,2560,137,
2022-06-26,123,217,184,1532,3659,764,243,630,14,99,60,2564,139,
2022-06-27,124,217,184,1552,3687,771,243,636,14,101,60,2575,139,
2022-06-28,125,217,185,1567,3704,778,243,636,14,102,61,2589,139,
2022-06-29,126,217,185,1572,3720,781,246,640,14,103,61,2598,142,
2022-06-30,127,217,185,1573,3726,790,246,641,14,104,61,2602,143,
2022-07-01,128,217,186,1577,3736,796,246,645,15,105,61,2610,143,
2022-07-02,129,217,186,1582,3737,800,246,653,15,105,61,2614,144,
2022-07-03,130,217,187,1584,3744,801,246,654,15,105,64,2618,144,
2022-07-04,131,217,187,1589,3744,804,246,658,15,105,65,2629,144,
2022-07-05,132,217,187,1594,3772,806,247,660,15,105,65,2634,144,
2022-07-06,133,217,187,1600,3789,806,247,664,15,107,65,2648,153,
2022-07-07,134,217,187,1602,3797,815,247,667,15,107,66,2665,155,
2022-07-08,135,217,187,1637,3811,828,247,669,15,107,66,2685,155,
2022-07-09,136,217,187,1638,3815,832,247,674,15,108,66,2687,155,
2022-07-10,137,217,188,1641,3823,834,247,676,15,108,66,2694,155,
2022-07-11,138,217,188,1645,3828,838,247,676,15,109,66,2696,155,
2022-07-12,139,217,188,1649,3829,838,247,676,15,109,66,2699,155,
2022-07-13,140,217,188,1649,3832,839,247,678,15,109,67,2704,155,
2022-07-14,141,219,188,1667,3832,840,247,681,15,109,67,2720,155,
2022-07-15,142,220,188,1672,3866,842,247,681,15,109,67,2731,155,
2022-07-16,143,220,188,1677,3874,846,247,687,15,109,68,2735,162,
2022-07-17,144,220,188,1684,3879,846,248,688,15,110,68,2746,166,
2022-07-18,145,220,188,1687,3886,849,248,690,15,113,70,2753,166,
2022-07-19,146,220,188,1691,3892,851,248,693,15,113,70,2767,167,
2022-07-20,147,221,188,1700,3905,856,250,703,15,113,70,2775,167,
2022-07-21,148,221,188,1704,3912,859,251,710,15,113,72,2781,167,
2022-07-22,149,221,188,1704,3920,863,251,713,15,113,72,2803,167,
2022-07-23,150,221,188,1708,3929,864,253,714,15,113,72,2820,167,
2022-07-24,151,221,188,1722,3942,869,255,714,15,113,73,2823,170,
2022-07-25,152,222,188,1730,3950,876,257,719,15,116,73,2832,174,
2022-07-26,153,222,189,1737,3959,880,258,722,15,117,75,2835,174,
2022-07-27,154,222,190,1738,3971,883,258,726,15,117,75,2847,174,
2022-07-28,155,222,190,1742,3979,894,258,729,15,117,75,2854,174,
2022-07-29,156,222,190,1749,3987,900,258,731,15,117,77,2870,174,
2022-07-30,157,222,190,1759,3995,906,258,733,15,117,78,2889,174,
2022-07-31,158,223,190,1763,4004,916,259,735,15,117,80,2902,174,
2022-08-01,159,223,190,1768,4011,932,259,736,15,117,82,2912,174,
2022-08-02,160,223,191,1768,4014,936,259,739,15,117,82,2914,174,
2022-08-03,161,223,191,1774,4022,939,259,740,15,118,83,2922,180,
2022-08-04,162,223,191,1789,4026,946,260,742,15,118,83,2960,182,
2022-08-05,163,223,191,1792,4032,950,260,742,15,123,83,2964,182,
2022-08-06,164,223,191,1802,4051,955,260,744,15,127,85,2970,182,
2022-08-07,165,223,191,1805,4055,958,260,750,15,132,86,2978,182,
2022-08-08,166,223,192,1811,4070,960,261,754,15,132,86,2993,182,
2022-08-09,167,223,193,1817,4076,964,261,757,15,133,87,2998,185,
2022-08-10,168,232,193,1832,4086,971,261,766,15,133,89,3005,185,
2022-08-11,169,232,193,1846,4100,974,261,772,15,134,90,3018,185,
2022-08-12,170,233,193,1849,4108,975,261,778,15,136,90,3021,185,
2022-08-13,171,233,193,1856,4115,978,261,779,15,136,91,3036,187,
2022-08-14,172,233,194,1864,4126,980,261,784,15,136,91,3039,187,
2022-08-15,173,233,195,1876,4141,985,261,787,15,136,92,3044,187,
2022-08-16,174,233,196,1880,4152,989,263,790,15,136,92,3049,190,
2022-08-17,175,233,196,1886,4162,993,263,792,15,136,93,3054,190,
2022-08-18,176,234,197,1889,4179,1010,265,793,15,136,93,3061,190,
2022-08-19,177,234,197,1899,4195,1016,266,795,15,141,94,3130,190,
2022-08-20,178,234,197,1907,4212,1018,266,803,15,141,97,3137,190,
2022-08-21,179,234,197,1912,4224,1028,266,806,15,141,99,3143,190,
2022-08-22,180,234,198,1919,4230,1032,266,815,15,145,99,3149,194,
2022-08-23,181,234,198,1921,4238,1033,266,817,15,146,99,3150,196,
2022-08-24,182,234,199,1924,4243,1036,266,819,15,147,99,3160,196,
2022-08-25,183,234,202,1929,4245,1037,272,828,15,148,99,3160,196,
2022-08-26,184,234,202,1936,4251,1040,272,834,15,148,99,3162,196,
2022-08-27,185,234,202,1939,4254,1045,274,836,15,148,99,3165,196,
2022-08-28,186,234,202,1942,4257,1050,274,838,15,148,99,3171,196,
2022-08-29,187,234,203,1947,4269,1060,279,844,15,149,101,3188,196,
2022-08-30,188,234,204,1954,4294,1079,282,847,15,151,103,3217,196,
2022-08-31,189,234,204,1974,4312,1091,285,849,15,152,103,3236,196,
2022-09-01,190,234,205,1997,4345,1115,287,851,15,153,104,3239,196,
2022-09-02,191,234,205,2009,4366,1126,289,853,15,153,105,3247,198,
2022-09-03,192,235,205,2034,4403,1134,293,864,15,153,105,3268,203,
2022-09-04,193,236,206,2049,4430,1147,294,864,15,156,106,3276,203,
2022-09-05,194,236,206,2068,4459,1157,294,867,15,156,107,3286,205,
2022-09-06,195,236,207,2077,4484,1179,296,876,15,156,109,3305,209,
2022-09-07,196,237,208,2097,4520,1194,300,880,15,156,109,3320,214,
2022-09-08,197,239,210,2112,4557,1226,305,884,15,159,110,3344,214,
2022-09-09,198,239,211,2122,4575,1237,306,888,15,159,114,3399,214,
2022-09-10,199,239,212,2136,4584,1259,311,898,15,162,116,3426,215,
2022-09-11,200,242,213,2154,4617,1263,311,902,15,162,117,3445,216,
2022-09-12,201,243,213,2169,4640,1263,311,903,15,162,117,3463,216,
2022-09-13,202,244,213,2175,4662,1279,311,904,15,165,117,3469,233,
2022-09-14,203,246,215,2180,4665,1290,311,908,15,167,120,3501,233,
2022-09-15,204,250,215,2193,4682,1295,311,908,15,167,120,3522,233,
2022-09-16,205,250,216,2199,4690,1302,312,908,15,168,121,3550,233,
2022-09-17,206,251,216,2202,4701,1306,312,911,15,168,121,3571,236,
2022-09-18,207,251,217,2210,4718,1309,312,918,15,168,122,3578,238,
2022-09-19,208,251,217,2212,4720,1313,312,920,15,168,125,3581,238,
2022-09-20,209,252,217,2216,4724,1323,318,925,15,168,125,3587,239,
2022-09-21,210,253,217,2227,4748,1340,318,932,15,168,125,3610,239,
2022-09-22,211,253,218,2236,4776,1341,318,941,15,169,125,3630,240,
2022-09-23,212,254,219,2254,4796,1355,326,950,15,170,126,3659,240,
2022-09-24,213,255,220,2262,4807,1361,327,956,15,170,126,3681,240,
2022-09-25,214,259,220,2275,4832,1368,328,966,15,171,130,3701,241,
2022-09-26,215,260,224,2290,4857,1369,330,970,15,172,131,3711,241,
2022-09-27,216,261,224,2306,4881,1378,331,977,15,175,131,3730,241,
2022-09-28,217,262,224,2312,4889,1381,331,989,15,175,131,3742,242,
2022-09-29,218,262,224,2325,4909,1385,331,995,15,175,131,3751,246,
2022-09-30,219,264,225,2338,4932,1391,333,1003,15,176,131,3768,246,
2022-10-01,220,264,226,2354,4949,1397,336,1009,15,176,131,3786,246,
2022-10-02,221,264,227,2377,4975,1405,337,1015,15,176,131,3796,246,
2022-10-03,222,265,228,2380,4991,1405,338,1026,15,176,131,3811,246,
2022-10-04,223,266,228,2424,5018,1407,340,1028,15,177,131,3823,246,
2022-10-05,224,266,232,2435,5038,1414,341,1032,15,177,132,3841,246,
2022-10-06,225,266,232,2449,5064,1424,344,1047,15,177,134,3854,246,
2022-10-07,226,266,233,2466,5093,1455,344,1067,15,177,135,3862,246,
2022-10-08,227,266,234,2472,5111,1459,345,1079,15,180,136,3875,246,
2022-10-09,228,266,235,2486,5133,1477,348,1086,15,180,136,3890,247,
2022-10-10,229,267,235,2495,5149,1486,353,1097,15,181,136,3908,249,
2022-10-11,230,268,235,2504,5162,1496,353,1114,15,181,136,3916,295,
2022-10-12,231,268,235,2505,5181,1507,355,1129,15,182,136,3927,315,
2022-10-13,232,268,240,2511,5167,1556,357,1182,16,183,140,3935,316,
2022-10-14,233,268,240,2521,5172,1566,362,1199,16,186,142,3944,316,
2022-10-15,234,268,242,2524,5179,1582,365,1210,16,186,142,3951,316,
2022-10-16,235,268,242,2529,5193,1589,365,1224,16,186,143,3959,316,
2022-10-17,236,268,242,2537,5205,1599,366,1241,16,187,144,3969,316,
2022-10-18,237,268,242,2548,5219,1622,372,1276,16,188,144,3985,318,
2022-10-19,238,269,242,2554,5235,1637,372,1286,16,189,146,3999,323,
2022-10-20,239,269,243,2567,5255,1646,372,1311,16,189,147,4005,329,
2022-10-21,240,269,243,2573,5258,1648,372,1325,16,189,147,4006,329,
2022-10-22,241,270,243,2579,5266,1653,373,1341,16,189,148,4021,329,
2022-10-23,242,270,245,2584,5284,1667,374,1361,16,189,148,4039,350,
2022-10-24,243,270,245,2590,5295,1673,375,1370,16,189,149,4044,350,
2022-10-25,244,271,248,2611,5321,1674,377,1372,16,190,149,4054,350,
2022-10-26,245,271,248,2628,5351,1686,379,1379,16,192,149,4076,350,
2022-10-27,246,271,249,2631,5364,1690,379,1398,16,192,150,4078,351,
2022-10-28,247,272,251,2640,5378,1698,379,1401,16,192,151,4088,351,
2022-10-29,248,273,252,2659,5401,1708,380,1406,16,195,152,4107,351,
2022-10-30,249,274,252,2672,5453,1724,383,1412,16,197,154,4120,352,
2022-10-31,250,275,253,2686,5485,1728,383,1413,16,197,154,4128,352,
2022-11-01,251,276,257,2698,5501,1730,383,1415,16,197,154,4143,397,
2022-11-02,252,277,258,2714,5525,1733,387,1438,16,198,154,4153,397,
2022-11-03,253,277,258,2734,5552,1755,390,1442,16,198,155,4162,397,
2022-11-04,254,277,258,2750,5580,1772,391,1450,16,201,155,4174,397,
2022-11-05,255,277,260,2758,5601,1776,391,1462,16,202,155,4184,399,
2022-11-06,256,277,260,2765,5611,1781,391,1465,16,202,155,4191,399,
2022-11-07,257,277,260,2771,5630,1782,391,1472,16,202,157,4199,399,
2022-11-08,258,278,260,2786,5654,1791,391,1476,16,203,159,4216,399,
2022-11-09,259,278,260,2801,5666,1802,393,1483,16,205,159,4227,399,
2022-11-10,260,278,260,2804,5682,1805,393,1499,16,205,159,4242,399,
2022-11-11,261,278,261,2814,5696,1817,393,1505,16,205,159,4259,399,
2022-11-12,262,278,261,2838,5730,1829,393,1506,16,205,160,4279,399,
2022-11-13,263,278,261,2840,5742,1837,393,1507,16,206,160,4295,399,
2022-11-14,264,278,261,2848,5748,1839,393,1509,16,206,160,4316,399,
2022-11-15,265,278,261,2861,5773,1850,393,1511,16,208,160,4351,399,
2022-11-16,266,278,261,2871,5797,1860,393,1525,16,209,160,4360,474,
2022-11-17,267,278,261,2878,5804,1860,393,1531,16,209,160,4362,474,
2022-11-18,268,278,261,2879,5808,1865,393,1536,16,209,161,4366,480,
2022-11-19,269,278,261,2885,5815,1867,393,1536,16,209,161,4368,480,
2022-11-20,270,278,261,2886,5817,1868,393,1537,16,209,161,4371,480,
2022-11-21,271,278,261,2892,5822,1870,393,1537,16,209,161,4378,480,
2022-11-22,272,278,261,2895,5827,1882,395,1537,16,209,161,4393,480,
2022-11-23,273,278,261,2897,5832,1887,395,1537,16,209,161,4396,480,
2022-11-24,274,278,261,2898,5837,1889,395,1547,16,209,161,4400,531,
2022-11-25,275,278,261,2899,5844,1895,395,1553,16,209,163,4404,531,
2022-11-26,276,278,261,2901,5848,1896,395,1554,16,209,163,4406,531,
2022-11-27,277,278,261,2905,5856,1897,395,1555,16,209,163,4412,531,
2022-11-28,278,278,261,2908,5861,1899,395,1555,16,209,163,4416,531,
2022-11-29,279,280,261,2911,5866,1901,395,1555,16,209,163,4423,531,
2022-11-30,280,280,261,2914,5872,1902,395,1562,16,210,163,4429,531,
2022-12-01,281,280,261,2915,5877,1904,395,1562,16,210,163,4441,531,
2022-12-02,282,280,262,2916,5883,1905,395,1564,16,210,163,4464,531,
2022-12-03,283,280,263,2917,5886,1906,395,1572,16,210,163,4472,531,
2022-12-04,284,281,263,2922,5892,1908,395,1573,16,210,163,4479,531,
2022-12-05,285,281,264,2924,5900,1914,395,1582,16,211,163,4497,531,
2022-12-06,286,281,264,2929,5905,1915,395,1587,16,211,163,4505,592,
2022-12-07,287,281,264,2935,5909,1923,395,1601,16,211,163,4526,592,
2022-12-08,288,281,264,2937,5911,1925,395,1603,16,211,164,4528,592,
2022-12-09,289,281,264,2937,5912,1926,395,1603,16,211,164,4531,592,
2022-12-10,290,281,264,2940,5917,1927,397,1603,16,211,167,4535,592,
2022-12-11,291,281,264,2942,5920,1928,397,1613,16,211,167,4540,592,
2022-12-12,292,281,264,2966,5928,1929,397,1617,16,211,169,4544,592,
2022-12-13,293,281,264,2966,5930,1931,404,1617,16,211,170,4549,592,
2022-12-14,294,281,264,2970,5937,1931,404,1617,16,211,171,4562,592,
2022-12-15,295,281,264,2975,5946,1943,406,1644,16,211,172,4563,592,
2022-12-16,296,281,264,2980,5952,1946,410,1648,16,211,172,4563,592,
2022-12-17,297,281,264,2985,5958,1947,410,1648,16,211,174,4577,653,
2022-12-18,298,281,264,2987,5963,1948,410,1649,16,211,174,4579,653,
2022-12-19,299,281,264,2988,5969,1953,410,1657,16,212,175,4592,653,
2022-12-20,300,281,266,2995,5974,1960,410,1680,16,212,177,4599,653,
2022-12-21,301,282,267,3002,5979,1972,412,1688,16,212,178,4608,653,
2022-12-22,302,283,267,3002,5981,1978,413,1693,16,212,178,4615,653,
2022-12-23,303,283,267,3005,5986,1984,414,1698,16,212,178,4622,653,
2022-12-24,304,283,267,3006,5994,1988,418,1706,16,212,178,4627,653,
2022-12-25,305,283,267,3011,6010,1991,418,1706,16,212,178,4635,653,
2022-12-26,306,283,267,3016,6017,1996,418,1707,16,212,178,4647,653,
2022-12-27,307,283,267,3016,6024,1998,418,1707,16,212,179,4652,653,
2022-12-28,308,283,267,3017,6037,1999,418,1707,16,212,179,4660,653,
2022-12-29,309,283,268,3018,6047,2004,423,1717,16,212,179,4675,653,
2022-12-30,310,283,268,3026,6059,2010,423,1740,16,212,180,4683,711,
2022-12-31,311,283,269,3029,6075,2016,423,1746,16,213,180,4707,711,
2023-01-01,312,283,269,3031,6084,2021,423,1792,16,213,181,4720,723,
2023-01-02,313,283,269,3031,6093,2027,423,1836,16,213,181,4725,723,
2023-01-03,314,283,270,3036,6100,2033,424,1839,16,214,181,4735,723,
2023-01-04,315,283,270,3038,6106,2039,424,1842,16,215,181,4745,723,
2023-01-05,316,284,271,3041,6108,2051,426,1844,16,215,182,4759,723,
2023-01-06,317,285,272,3064,6124,2059,431,1844,16,215,182,4797,723,
2023-01-07,318,285,272,3066,6125,2062,431,1844,16,217,182,4798,723,
2023-01-08,319,285,272,3069,6130,2065,431,1849,16,217,183,4801,723,
2023-01-09,320,285,275,3080,6147,2069,434,1856,16,217,183,4809,723,
2023-01-10,321,285,275,3084,6154,2073,434,1860,17,217,183,4817,723,
2023-01-11,322,285,275,3094,6159,2078,437,1862,17,217,184,4826,723,
2023-01-12,323,285,276,3094,6159,2082,437,1865,17,218,184,4826,723,
2023-01-13,324,286,276,3098,6167,2086,437,1865,17,218,184,4833,723,
2023-01-14,325,286,276,3104,6173,2090,437,1867,17,219,186,4846,723,
2023-01-15,326,286,276,3106,6183,2094,437,1872,17,219,187,4846,749,
2023-01-16,327,286,276,3118,6204,2099,438,1872,17,220,190,4870,749,
2023-01-17,328,286,276,3121,6215,2104,441,1872,17,220,190,4877,749,
2023-01-18,329,287,276,3130,6215,2108,442,1876,17,220,190,4889,749,
2023-01-19,330,287,277,3136,6235,2122,442,1882,17,220,190,4896,749,
2023-01-20,331,287,277,3139,6241,2129,442,1886,17,220,190,4903,749,
2023-01-21,332,287,277,3140,6256,2135,443,1891,17,220,193,4918,749,
2023-01-22,333,287,277,3145,6268,2144,445,1892,17,220,193,4932,749,
2023-01-23,334,287,277,3150,6276,2146,447,1894,18,220,193,4936,749,
2023-01-24,335,289,281,3152,6284,2148,448,1897,18,220,194,4944,749,
2023-01-25,336,290,281,3161,6307,2154,450,1902,18,220,194,4967,749,
2023-01-26,337,292,282,3175,6334,2169,452,1908,18,220,195,4986,749,
